Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-03-30,66.05,68.1,65.025,68.1,47755
2020-03-31,68.69,68.69,67.24,67.24,86192
2020-04-01,66.01,66.84375,65.025,66.78,96693
2020-04-02,68.3,69.08,68.3,69.08,21534
2020-04-03,68.86,70.11,68.86,70.11,81418
2020-04-06,71.28,71.28,70.27,70.27,71261
2020-04-07,70.27,70.27,66.83,66.83,92430
2020-04-08,67.32,68.65,67.32,68.65,30323
2020-04-09,69.8,69.8,68.53,68.53,71381
2020-04-14,69.84,69.84,68.94,68.94,50783
2020-04-15,69.29,69.29,67.97,67.97,263680
2020-04-16,68,68.92,68,68.92,31900
2020-04-17,70.76,70.76,69.82,69.82,70450
2020-04-20,70.01,70.01,68.49,68.49,96881
2020-04-21,69,69,66.78,66.78,743645
2020-04-22,66.42,66.84375,65.025,65.7,388953
2020-04-23,65.7,67.09,65.025,67.09,266320
2020-04-24,66.66,67.15,66.66,67.15,687118
2020-04-27,68.49,70.64,68.49,70.64,322325
2020-04-28,71.03,71.03,68.59,68.59,54855
2020-04-29,69.29,69.29,68.75,68.75,45844
2020-04-30,68.53,68.53,68.16,68.16,199686
2020-05-01,68.16,68.16,68.16,68.16,0
2020-05-04,66.56,68.38,65.025,68.38,18886
2020-05-05,68.75,69.92,68.75,69.92,39651
2020-05-06,70.64,71.85,70.64,71.85,40181
2020-05-07,72,72,71.87,71.87,23090
2020-05-08,72.62,73.94,72.62,73.94,18050
2020-05-11,73.49,73.49,72.75,72.75,45930
2020-05-12,72.28,72.28,69.9,69.9,83005
2020-05-13,69.53,69.53,69.25,69.25,113835
2020-05-14,68.92,69.08,68.92,69.08,73521
2020-05-15,69,69.1,69,69.1,237856
2020-05-18,68.61,68.61,67.48,67.48,112470
2020-05-19,67.89,67.89,66.7,66.7,164573
2020-05-20,65.76,69.14,65.025,69.14,288443
2020-05-21,68.49,69.37,68.49,69.37,342077
2020-05-22,68.84,70.13,68.84,70.13,329706
2020-05-25,70.88,72.16,70.88,72.16,214721
2020-05-26,72,72,69.21,69.21,96559
2020-05-27,69,69,65.025,66.56,154251
2020-05-28,66.81,68.24,66.81,68.24,109250
2020-05-29,68.41,69.43,68.41,69.43,246980
2020-06-01,70.99,70.99,70.52,70.52,33648
2020-06-02,70.01,70.05,70.01,70.05,600562
2020-06-03,70.4,70.4,69,69,36348
2020-06-04,68,68,67.87,67.87,84342
2020-06-05,68.34,68.34,65.025,66.6,74558
2020-06-08,67.5,67.5,66.91,66.91,39789
2020-06-09,67.2,67.28,67.2,67.28,53678
2020-06-10,67.38,68.43,67.38,68.43,60175
2020-06-11,68.32,68.32,67.81,67.81,68283
2020-06-12,67.5,67.5,67.34,67.34,100983
2020-06-15,66.4,66.91,65.025,66.91,51795
2020-06-16,67.63,68.16,67.63,68.16,70064
2020-06-17,68.57,68.8,68.57,68.8,51350
2020-06-18,68.63,68.63,67.85,67.85,199595
2020-06-19,68.69,68.69,67.36,67.36,310997
2020-06-22,69.18,69.18,68.75,68.75,331815
2020-06-23,68.9,69.23,68.9,69.23,20047
2020-06-24,68.06,69.92,68.06,69.92,48629
2020-06-25,69.27,69.64,69.27,69.64,198075
2020-06-26,69.7,70.4,69.7,70.4,159774
2020-06-29,69.7,70.42,69.7,70.42,385532
2020-06-30,70.01,73.23,70.01,73.23,299508
2020-07-01,73,76.67,73,76.67,342081
2020-07-02,76.43,76.43,76.12,76.12,310612
2020-07-03,75.4,78.7,75.4,78.7,84141
2020-07-06,78.99,78.99,78.11,78.11,3895145
2020-07-07,78.01,78.5,78.01,78.5,222901
2020-07-08,78.03,79.54,78.03,79.54,43331
2020-07-09,79.79,79.79,78.91,78.91,42442
2020-07-10,77.8,77.84,77.8,77.84,40527
2020-07-13,74.99,74.99,73.72,73.72,196423
2020-07-14,73.18,73.18,72.67,72.67,64606
2020-07-15,72.9,72.9,71.56,71.56,120461
2020-07-16,71.79,71.79,70.35,70.35,41998
2020-07-17,70.09,70.09,68.34,68.34,146234
2020-07-20,68.02,69.41,68.02,69.41,164226
2020-07-21,69.55,70.23,69.55,70.23,244659
2020-07-22,70.6,70.6,70.09,70.09,76977
2020-07-23,72.9,73,72.9,73,319786
2020-07-24,72.69,72.69,71.38,71.38,71346
2020-07-27,70.5,70.66,70.5,70.66,56592
2020-07-28,70.27,70.27,69.68,69.68,16723
2020-07-29,70.15,70.72,70.15,70.72,14892
2020-07-30,70.4,70.4,69.66,69.66,34508
2020-07-31,69.25,70.85,69.25,70.85,58995
2020-08-03,70.64,71.97,70.64,71.97,32943
2020-08-04,71.97,71.97,71.46,71.46,1005696
2020-08-05,71.61,71.61,70.35,70.35,195686
2020-08-06,70.01,70.01,69.72,69.72,32383
2020-08-07,69.74,69.86,69.74,69.86,27023
2020-08-10,69.39,69.39,68.16,68.16,59956
2020-08-11,68,68.82,68,68.82,30815
2020-08-12,68.75,68.75,68.57,68.57,44277
2020-08-13,68.49,69.88,68.49,69.88,41873
2020-08-14,69.39,69.39,69.31,69.31,64195
2020-08-17,69.27,69.27,68.96,68.96,35367
2020-08-18,68.59,68.94,68.59,68.94,22282
2020-08-19,69.04,69.84,69.04,69.84,97236
2020-08-20,69.8,69.8,69.02,69.02,30423
2020-08-21,69.18,69.68,69.18,69.68,527401
2020-08-24,70.01,70.01,69.06,69.06,32707
2020-08-25,69.23,69.23,68.38,68.38,62409
2020-08-26,68.47,69.64,68.47,69.64,30969
2020-08-27,69.66,69.66,69.57,69.57,36768
2020-08-28,69.51,69.51,68.26,68.26,18397
2020-08-31,68.78,69.16,68.78,69.16,17816
2020-09-01,68.55,69.68,68.55,69.68,20095
2020-09-02,70.19,70.31,70.19,70.31,15227
2020-09-03,70.64,70.64,67.65,67.65,52891
2020-09-04,67.3,67.3,65.025,65.49,64731
2020-09-07,66.01,67.58,65.025,67.58,34680
2020-09-08,68.02,68.02,67.26,67.26,517624
2020-09-09,67.54,69.43,67.54,69.43,29962
2020-09-10,69,70.37,69,70.37,20741
2020-09-11,70.01,74.17,70.01,74.17,275536
2020-09-14,73.39,73.66,73.39,73.66,24619
2020-09-15,74.6,74.6,74.13,74.13,43925
2020-09-16,73.8,73.8,72.59,72.59,27697
2020-09-17,71.83,72.14,71.83,72.14,14983
2020-09-18,72.3,72.43,72.3,72.43,35951
2020-09-21,72.34,72.71,72.34,72.71,56889
2020-09-22,72.77,74.09,72.77,74.09,24579
2020-09-23,73.6,74.78,73.6,74.78,11203
2020-09-24,74.01,74.05,74.01,74.05,24823
2020-09-25,75.5,76.67,75.5,76.67,31600
2020-09-28,76.59,76.59,76.18,76.18,32467
2020-09-29,76.36,76.36,76.26,76.26,76038
2020-09-30,75.77,77.45,75.77,77.45,24743
2020-10-01,78.01,79.07,78.01,79.07,58439
2020-10-02,78.68,79.2,78.68,79.2,77207
2020-10-05,79.26,79.42,79.26,79.42,49262
2020-10-06,79.2,79.2,78.44,78.44,12840
2020-10-07,78.42,80.06,78.42,80.06,29892
2020-10-08,79.67,80.67,79.67,80.67,24062
2020-10-09,80.32,80.88,80.32,80.88,67385
2020-10-12,82.01,82.19,82.01,82.19,23275
2020-10-13,83.01,83.01,82.76,82.76,62630
2020-10-14,83.01,83.67,83.01,83.67,21577
2020-10-15,83.26,83.26,82.81,82.81,28290
2020-10-16,82.76,82.97,82.76,82.97,32414
2020-10-19,83.09,83.09,81.84,81.84,26237
2020-10-20,81.92,81.92,81.25,81.25,26269
2020-10-21,81.02,81.02,80.26,80.26,34373
2020-10-22,80.2,80.24,80.2,80.24,49980
2020-10-23,79.89,80.75,79.89,80.75,535836
2020-10-26,80.32,80.36,80.32,80.36,139881
2020-10-27,81.1,83.44,81.1,83.44,52785
2020-10-28,83.97,83.97,82.01,82.01,36157
2020-10-29,81.29,81.8,81.29,81.8,25493
2020-10-30,77.39,77.39,76.73,76.73,560785
2020-11-02,75.5,75.5,75.07,75.07,79362
2020-11-03,75.75,76.98,75.75,76.98,45326
2020-11-04,76.47,80.3,76.47,80.3,35511
2020-11-05,81.74,81.74,81.62,81.62,55890
2020-11-06,81.6,81.6,80.06,80.06,38989
2020-11-09,80.36,80.36,74.64,74.64,98105
2020-11-10,76.9,76.9,73.47,73.47,83820
2020-11-11,73.04,74.4,73.04,74.4,42511
2020-11-12,75.83,78.83,75.83,78.83,216734
2020-11-13,78.99,80.06,78.99,80.06,39994
2020-11-16,80,80.67,80,80.67,169097
2020-11-17,79.69,79.69,79.07,79.07,44010
2020-11-18,79.77,80.84,79.77,80.84,115300
2020-11-19,80.84,80.84,80.28,80.28,119518
2020-11-20,80.16,80.16,78.83,78.83,17848
2020-11-23,78.01,78.5,78.01,78.5,22913
2020-11-24,77.68,77.68,76.8,76.8,556956
2020-11-25,76.41,76.9,76.41,76.9,19243
2020-11-26,77.47,78.03,77.47,78.03,13776
2020-11-27,78.4,78.68,78.4,78.68,19781
2020-11-30,78.89,80.96,78.89,80.96,140623
2020-12-01,80.43,80.43,78.91,78.91,44280
2020-12-02,78.52,78.52,77.33,77.33,82928
2020-12-03,77.39,77.39,76.86,76.86,39041
2020-12-04,76.8,78.13,76.8,78.13,44680
2020-12-07,78.09,78.09,77.6,77.6,48736
2020-12-08,77.39,79.11,77.39,79.11,26352
2020-12-09,79.26,79.26,78.4,78.4,37223
2020-12-10,78.76,78.76,78.21,78.21,295322
2020-12-11,78.01,78.01,77.33,77.33,121204
2020-12-14,77.33,77.33,76.82,76.82,41980
2020-12-15,77,77,75.13,75.13,49125
2020-12-16,74.5,75.91,74.5,75.91,66867
2020-12-17,76.94,76.94,76.3,76.3,16984
2020-12-18,76.63,78.29,76.63,78.29,312523
2020-12-21,77.51,79.28,77.51,79.28,117841
2020-12-22,79.3,80.28,79.3,80.28,154364
2020-12-23,80.38,80.38,80.14,80.14,20944
2020-12-24,80.24,80.36,80.24,80.36,2450
2020-12-29,79.07,79.97,79.07,79.97,15048
2020-12-30,80.02,80.02,79.42,79.42,74857
2020-12-31,79.3,79.3,79.07,79.07,3007
2021-01-04,79.61,81.92,79.61,81.92,83707
2021-01-05,81.39,81.39,80.28,80.28,48154
2021-01-06,80.1,80.1,80.02,80.02,210937
2021-01-07,79.09,79.09,78.97,78.97,49302
2021-01-08,79.2,79.61,79.2,79.61,15626
2021-01-11,80,80,79.42,79.42,15443
2021-01-12,79.79,79.79,79.2,79.2,245916
2021-01-13,79.17,83.93,79.17,83.93,47319
2021-01-14,83.17,84.88,83.17,84.88,49890
2021-01-15,84.47,84.47,83.46,83.46,47560
2021-01-18,82.6,82.68,82.6,82.68,25560
2021-01-19,82.5,84.02,82.5,84.02,31960
2021-01-20,84.38,84.38,83.97,83.97,122493
2021-01-21,85,87.5,85,87.5,44718
2021-01-22,86.7,86.7,85.21,85.21,12004
2021-01-25,85.55,85.55,83.52,83.52,31612
2021-01-26,83.5,83.58,83.5,83.58,340126
2021-01-27,83.36,83.36,82.13,82.13,391563
2021-01-28,82.48,82.48,81.78,81.78,19217
2021-01-29,81.76,82.64,81.76,82.64,37430
2021-02-01,82.4,84.06,82.4,84.06,29154
2021-02-02,84.24,84.24,83.89,83.89,23867
2021-02-03,82.5,83.85,82.5,83.85,35489
2021-02-04,83.48,83.48,82.78,82.78,29363
2021-02-05,83.93,84.24,83.93,84.24,34301
2021-02-08,85,85,83.91,83.91,419018
2021-02-09,83.71,83.71,83.36,83.36,64277
2021-02-10,81,81,77.53,77.53,94872
2021-02-11,77.94,77.94,77.31,77.31,105481
2021-02-12,76.41,76.41,75.77,75.77,134717
2021-02-15,75.26,75.81,75.26,75.81,28566
2021-02-16,75.28,75.28,75.2,75.2,48728
2021-02-17,74.01,74.01,72.98,72.98,48189
2021-02-18,72.41,73.8,72.41,73.8,55606
2021-02-19,73.9,73.9,73.21,73.21,62321
2021-02-22,74.07,74.07,71.13,71.13,774102
2021-02-23,70.99,70.99,69.62,69.62,360299
2021-02-24,69.23,69.23,67.97,67.97,80697
2021-02-25,67.93,68.3,67.93,68.3,42721
2021-02-26,68.1,68.1,67.95,67.95,510296
2021-03-01,67.5,67.63,67.5,67.63,63163
2021-03-02,68,68.41,68,68.41,32093
2021-03-03,70.01,70.01,68.1,68.1,45689
2021-03-04,68.65,68.65,66.83,66.83,52703
2021-03-05,67.3,67.3,65.57,65.57,18841
2021-03-08,66.01,66.19,66.01,66.19,24921
2021-03-09,66.21,66.52,66.21,66.52,36827
2021-03-10,66.99,66.99,65.51,65.51,34159
2021-03-11,65.45,66.35,65.45,66.35,32659
2021-03-12,66.21,66.21,65.57,65.57,48751
2021-03-15,65.6,65.6,65.12,65.12,70593
2021-03-16,64.92,66.01,64.92,66.01,42781
2021-03-17,65.9,65.9,63.87,63.87,78286
2021-03-18,63.89,63.89,63.73,63.73,120397
2021-03-19,63.5,63.5,63.48,63.48,82591
2021-03-22,63.85,63.85,63.56,63.56,33833
2021-03-23,64.2,65.74,64.2,65.74,258275
2021-03-24,65.41,65.41,63.79,63.79,102157
2021-03-25,63.17,63.97,63.17,63.97,84902
2021-03-26,63.5,64.06,63.5,64.06,44037
2021-03-29,63.67,63.79,63.67,63.79,47764
2021-03-30,63.79,64.16,63.79,64.16,37289
2021-03-31,63.79,65.04,63.79,65.04,49778
2021-04-01,64.41,65.27,64.41,65.27,26583
2021-04-06,66.99,66.99,66.97,66.97,31919
2021-04-07,67.09,67.09,66.95,66.95,27048
2021-04-08,66.62,67.46,66.62,67.46,47767
2021-04-09,67.61,68,67.61,68,32234
2021-04-12,67.83,67.83,67.38,67.38,38995
2021-04-13,66.56,67.01,66.56,67.01,26098
2021-04-14,67.26,67.26,65.62,65.62,61883
2021-04-15,65.6,65.9,65.6,65.9,15498
2021-04-16,65.9,65.9,65.18,65.18,97043
2021-04-19,65.57,65.8,65.57,65.8,33462
2021-04-20,65.86,65.86,64.67,64.67,43948
2021-04-21,65.04,65.04,64.45,64.45,83854
2021-04-22,64.61,64.69,64.61,64.69,116825
2021-04-23,64.65,64.65,64.3,64.3,318192
2021-04-26,64.41,64.84,64.41,64.84,36690
2021-04-27,64.63,64.63,64,64,81599
2021-04-28,64.26,64.26,64.12,64.12,143326
2021-04-29,64.22,64.22,63.38,63.38,106979
2021-04-30,63.5,63.5,62.54,62.54,105734
2021-05-03,62.46,62.84,62.46,62.84,14279
2021-05-04,63.24,63.24,61.02,61.02,66052
2021-05-05,61.25,61.27,61.25,61.27,94877
2021-05-06,61.08,61.08,61,61,49400
2021-05-07,61.68,62.83,61.68,62.83,97525
2021-05-10,63.44,63.44,62.99,62.99,120404
2021-05-11,62.99,62.99,61.64,61.64,61513
2021-05-12,60.49,60.49,54.17,54.17,280381
2021-05-13,54.01,54.01,53.57,53.57,87616
2021-05-14,53.23,54.33,53.23,54.33,145199
2021-05-17,54.99,54.99,54.66,54.66,100173
2021-05-18,56.55,57.53,56.55,57.53,211415
2021-05-19,57.96,57.96,57.76,57.76,165779
2021-05-20,58.4,58.4,58.37,58.37,240814
2021-05-21,58.6,58.7,58.6,58.7,67978
2021-05-24,58.6,58.6,58.31,58.31,61938
2021-05-25,57.98,58.11,57.98,58.11,34765
2021-05-26,58.19,58.19,58.13,58.13,72957
2021-05-27,58.78,60.65,58.78,60.65,76720
2021-05-28,61.21,61.21,60,60,65523
2021-05-31,60.24,60.24,60.02,60.02,22182
2021-06-01,60.28,60.28,59.28,59.28,41355
2021-06-02,58.99,58.99,57.96,57.96,30575
2021-06-03,58.01,58.01,57.55,57.55,71135
2021-06-04,57.47,57.49,57.47,57.49,24681
2021-06-07,57.47,57.92,57.47,57.92,135855
2021-06-08,57.29,57.41,57.29,57.41,99178
2021-06-09,57.86,58.11,57.86,58.11,61657
2021-06-10,57.8,58.27,57.8,58.27,79788
2021-06-11,58.89,59.28,58.89,59.28,58819
2021-06-14,59.79,59.79,59.58,59.58,89804
2021-06-15,59.26,59.26,59.09,59.09,160089
2021-06-16,58.99,59.75,58.99,59.75,54132
2021-06-17,59.5,59.5,59.03,59.03,112964
2021-06-18,58.91,58.91,58.87,58.87,157125
2021-06-21,58.27,58.31,58.27,58.31,103589
2021-06-22,57.78,58.35,57.78,58.35,37777
2021-06-23,58.54,58.54,58.33,58.33,165252
2021-06-24,58.42,58.42,57.98,57.98,70080
2021-06-25,58.03,58.05,58.03,58.05,70898
2021-06-28,57.8,58.44,57.8,58.44,44204
2021-06-29,58.66,58.87,58.66,58.87,62076
2021-06-30,58.99,59.07,58.99,59.07,90874
2021-07-01,59.09,60.18,59.09,60.18,160207
2021-07-02,60.59,60.63,60.59,60.63,71070
2021-07-05,61.14,61.14,60.38,60.38,117981
2021-07-06,60.45,61.39,60.45,61.39,55844
2021-07-07,61.66,61.66,61.45,61.45,82346
2021-07-08,61.7,61.7,59.67,59.67,62383
2021-07-09,59.97,59.97,59.89,59.89,74395
2021-07-12,60.08,60.47,60.08,60.47,60191
2021-07-13,60.02,60.02,58.66,58.66,72081
2021-07-14,58.93,58.93,57.8,57.8,62574
2021-07-15,58.03,58.03,57.35,57.35,285794
2021-07-16,57.49,57.49,56.88,56.88,110240
2021-07-19,56.2,56.2,55.71,55.71,143002
2021-07-20,56.16,56.16,54.68,54.68,114347
2021-07-21,53.88,54.11,53.88,54.11,453004
2021-07-22,54.83,56.82,54.83,56.82,115357
2021-07-23,57,57,56.34,56.34,55339
2021-07-26,55.95,55.95,55.07,55.07,56832
2021-07-27,54.99,54.99,54.23,54.23,88008
2021-07-28,54.01,54.29,54.01,54.29,52172
2021-07-29,54.4,54.4,53.9,53.9,1250381
2021-07-30,53.82,53.82,53.7,53.7,158656
2021-08-02,53.6,53.6,53.35,53.35,40398
2021-08-03,53.37,53.37,50.81,50.81,112353
2021-08-04,51.09,51.54,51.09,51.54,169099
2021-08-05,52,52,50.545,50.545,186698
2021-08-06,50.58,50.58,50.01,50.01,263873
2021-08-09,50.52,50.52,50.485,50.485,210130
2021-08-10,50.54,50.54,50.115,50.115,156964
2021-08-11,50.4,51.045,50.4,51.045,242069
2021-08-12,51.005,51.36,51.005,51.36,68200
2021-08-13,51.61,51.61,51.56,51.56,64803
2021-08-16,51.5,51.5,50.525,50.525,67912
2021-08-17,50.23,51.005,50.23,51.005,90085
2021-08-18,51.13,51.28,51.13,51.28,47420
2021-08-19,51.24,51.24,51.065,51.065,40175
2021-08-20,51.89,51.89,51.54,51.54,36470
2021-08-23,51.56,51.71,51.56,51.71,52808
2021-08-24,51.91,53.35,51.91,53.35,128271
2021-08-25,53.33,53.33,52.84,52.84,86654
2021-08-26,52.82,53.72,52.82,53.72,599709
2021-08-27,53.51,53.92,53.51,53.92,80187
2021-08-30,53.84,53.84,53.06,53.06,60164
2021-08-31,52.67,53.94,52.67,53.94,91611
2021-09-01,54.21,55.44,54.21,55.44,92904
2021-09-02,56,56,55.81,55.81,42426
2021-09-03,55.52,55.61,55.52,55.61,80314
2021-09-06,55.81,55.89,55.81,55.89,38903
2021-09-07,55.71,55.81,55.71,55.81,23561
2021-09-08,55.83,56.55,55.83,56.55,123062
2021-09-09,56,56,55.52,55.52,107125
2021-09-10,55.42,55.91,55.42,55.91,85153
2021-09-13,56.2,56.2,55.75,55.75,117335
2021-09-14,55.36,55.71,55.36,55.71,73133
2021-09-15,56.82,56.82,55.81,55.81,103378
2021-09-16,55.61,55.61,55.42,55.42,126821
2021-09-17,55.79,56.18,55.79,56.18,161069
2021-09-20,54.93,54.93,53.43,53.43,362031
2021-09-21,53.33,53.33,53.16,53.16,94258
2021-09-22,53.62,53.88,53.62,53.88,209723
2021-09-23,53.78,54.91,53.78,54.91,73199
2021-09-24,54.68,54.74,54.68,54.74,83337
2021-09-27,54.5,54.5,53.74,53.74,44202
2021-09-28,53.62,53.62,53.37,53.37,46566
2021-09-29,53.39,53.39,51.245,51.245,136038
2021-09-30,50.635,51.79,50.635,51.79,116062
2021-10-01,51.52,52.41,51.52,52.41,198633
2021-10-04,52.41,52.55,52.41,52.55,207927
2021-10-05,52.49,53.1,52.49,53.1,81661
2021-10-06,53.1,53.1,51.5,51.5,179010
2021-10-07,52.34,52.34,48.45,48.45,420991
2021-10-08,48.8,48.8,48.52,48.52,218453
2021-10-11,48.9,48.9,47.6,47.6,186361
2021-10-12,47.535,47.535,47.485,47.485,192698
2021-10-13,47.945,47.945,47.585,47.585,430122
2021-10-14,47.25,47.25,45.875,45.875,188967
2021-10-15,46,46,45.72,45.72,51377
2021-10-18,45.935,45.935,45.65,45.65,171971
2021-10-19,46.5,46.5,46.16,46.16,126009
2021-10-20,46.15,47.015,46.15,47.015,98629
2021-10-21,47.3,47.62,47.3,47.62,125457
2021-10-22,48.43,48.43,47.825,47.825,133983
2021-10-25,48,48,46.605,46.605,188151
2021-10-26,46.235,46.235,45.465,45.465,181723
2021-10-27,45.185,45.185,44.49,44.49,593450
2021-10-28,43.805,43.805,43.67,43.67,20740
2021-10-29,47.005,47.005,45.115,45.115,321868
2021-11-01,45.64,45.64,45.115,45.115,99395
2021-11-02,45.2,47.2,45.2,47.2,185750
2021-11-03,46.57,46.96,46.57,46.96,95386
2021-11-04,46.18,47.105,46.18,47.105,118400
2021-11-05,46.97,47.24,46.97,47.24,133655
2021-11-08,47.28,47.28,47.23,47.23,137336
2021-11-09,46.96,47.105,46.96,47.105,53613
2021-11-10,47.23,47.23,47.085,47.085,102086
2021-11-11,47.135,47.135,47.025,47.025,57432
2021-11-12,47.105,47.105,46.09,46.09,135791
2021-11-15,46,46.87,46,46.87,53672
2021-11-16,47.25,47.25,46.81,46.81,88724
2021-11-17,46.745,46.745,46.255,46.255,121601
2021-11-18,46.57,46.57,44.91,44.91,79651
2021-11-19,44.8,45.475,44.8,45.475,135506
2021-11-22,46.205,46.205,44.255,44.255,125276
2021-11-23,44.265,44.345,44.265,44.345,1800038
2021-11-24,43.855,44.14,43.855,44.14,117782
2021-11-25,44,44.4,44,44.4,52475
2021-11-26,43.515,44.85,43.515,44.85,138164
2021-11-29,44.775,44.91,44.775,44.91,1366640
2021-11-30,45.175,45.545,45.175,45.545,355866
2021-12-01,45.34,45.34,42.635,42.635,307903
2021-12-02,42.745,42.745,41.895,41.895,227933
2021-12-03,42.205,42.205,41.095,41.095,134629
2021-12-06,40.53,40.99,40.53,40.99,81745
2021-12-07,41.015,42.19,41.015,42.19,78676
2021-12-08,43.495,43.505,43.495,43.505,614549
2021-12-09,43.825,43.825,43.78,43.78,189406
2021-12-10,43.65,43.65,42.57,42.57,165311
2021-12-13,42.88,42.88,42.11,42.11,60469
2021-12-14,42,42,41.035,41.035,174811
2021-12-15,41.145,41.145,40.98,40.98,60270
2021-12-16,41.405,41.405,40.305,40.305,247587
2021-12-17,40.4,42.01,40.4,42.01,214546
2021-12-20,42.5,42.5,42.11,42.11,154453
2021-12-21,42.205,43.2,42.205,43.2,186631
2021-12-22,43.935,43.935,43.415,43.415,144480
2021-12-23,43.405,43.405,42.58,42.58,157483
2021-12-24,42.705,43.515,42.705,43.515,10523
2021-12-27,43.33,43.33,43,43,106915
2021-12-28,42.76,42.79,42.76,42.79,42905
2021-12-29,42.715,42.715,42.17,42.17,63784
2021-12-30,42.05,42.95,42.05,42.95,105310
2021-12-31,42.87,43.065,42.87,43.065,8600
2022-01-03,43.15,43.15,42.84,42.84,48775
2022-01-04,42.93,42.93,41.69,41.69,79200
2022-01-05,41.69,41.69,41.28,41.28,105013
2022-01-06,41.055,41.38,41.055,41.38,65408
2022-01-07,41.37,41.37,40.97,40.97,59338
2022-01-10,41.135,42.86,41.135,42.86,180722
2022-01-11,42.755,44.56,42.755,44.56,433014
2022-01-12,44.92,44.92,44.91,44.91,179597
2022-01-13,45.2,45.895,45.2,45.895,271570
2022-01-14,46.45,46.45,46,46,138015
2022-01-17,46.605,46.605,45.095,45.095,133933
2022-01-18,45.085,50.245,45.085,50.245,896538
2022-01-19,50.155,52.02,50.155,52.02,486864
2022-01-20,53,53.53,53,53.53,220744
2022-01-21,53,53,52.53,52.53,179825
2022-01-24,52.41,52.41,50.07,50.07,342637
2022-01-25,50.035,50.035,47.66,47.66,272268
2022-01-26,47.525,48.825,47.525,48.825,294421
2022-01-27,48.275,49.06,48.275,49.06,194489
2022-01-28,49.785,49.785,49.12,49.12,155807
2022-01-31,49.14,50.95,49.14,50.95,132363
2022-02-01,51.79,52.34,51.79,52.34,223611
2022-02-02,51.75,51.75,51.36,51.36,130226
2022-02-03,51.71,51.71,50.815,50.815,144677
2022-02-04,51.22,51.22,50.78,50.78,126190
2022-02-07,50.635,50.635,50.545,50.545,90283
2022-02-08,50.915,50.915,50.52,50.52,202020
2022-02-09,50.975,50.975,49.49,49.49,328907
2022-02-10,49.855,50.975,49.855,50.975,108313
2022-02-11,50.5,50.56,50.5,50.56,64465
2022-02-14,49.45,50.44,49.45,50.44,141757
2022-02-15,50.54,50.54,48.56,48.56,314261
2022-02-16,49,49,45.865,45.865,283593
2022-02-17,45.7,45.7,43.855,43.855,221756
2022-02-18,43.805,45.805,43.805,45.805,267213
2022-02-21,45.895,45.895,44.96,44.96,220328
2022-02-22,43.855,47.135,43.855,47.135,286439
2022-02-23,47.2,47.2,46.685,46.685,153849
2022-02-24,44.17,45.435,44.17,45.435,171160
2022-02-25,45.825,46.56,45.825,46.56,175769
2022-02-28,45.75,48.385,45.75,48.385,329867
2022-03-01,48.345,48.345,47.26,47.26,503103
2022-03-02,47.38,47.73,47.38,47.73,211800
2022-03-03,47.26,47.26,44.19,44.19,206967
2022-03-04,43.435,43.435,41.74,41.74,341379
2022-03-07,40.385,41.515,40.385,41.515,147099
2022-03-08,40.86,40.86,39.905,39.905,719878
2022-03-09,40.57,41.555,40.57,41.555,198180
2022-03-10,42.05,42.05,40.675,40.675,139673
2022-03-11,40.94,41.33,40.94,41.33,402431
2022-03-14,41.7,41.7,40.8,40.8,149509
2022-03-15,40.45,40.45,37.78,37.78,680974
2022-03-16,38.305,39.33,38.305,39.33,605241
2022-03-17,40,40,38.685,38.685,734873
2022-03-18,38.355,39.575,38.355,39.575,501785
2022-03-21,39.495,39.505,39.495,39.505,157204
2022-03-22,39.64,41.825,39.64,41.825,942375
2022-03-23,42.4,42.4,41.515,41.515,215597
2022-03-24,41.66,41.66,39.6,39.6,153697
2022-03-25,40.06,40.06,39.955,39.955,207520
2022-03-28,40,40,39.6,39.6,347468
2022-03-29,39.66,40.8,39.66,40.8,222850
2022-03-30,41.22,41.22,40.43,40.43,193312
2022-03-31,40.95,40.95,40.315,40.315,148079
2022-04-01,39.885,40.15,39.885,40.15,188412
2022-04-04,40.58,41.805,40.58,41.805,118557
2022-04-05,42.365,42.715,42.365,42.715,208856
2022-04-06,42.49,42.49,40.1,40.1,201742
2022-04-07,39.75,39.75,39.585,39.585,121890
2022-04-08,39.985,39.985,39.25,39.25,108344
2022-04-11,39.2,39.33,39.2,39.33,190001
2022-04-12,39.66,39.66,39.165,39.165,485740
2022-04-13,39.125,39.125,37.965,37.965,637532
2022-04-14,38,38,37.35,37.35,294566
2022-04-19,37.185,37.185,36.46,36.46,512371
2022-04-20,36.695,36.695,35.105,35.105,195882
2022-04-21,35.415,35.415,34.51,34.51,637660
2022-04-22,34.17,38.19,34.17,38.19,1569597
2022-04-25,38.43,42.755,38.43,42.755,1977854
2022-04-26,42.5,42.5,40.695,40.695,671096
2022-04-27,40.96,40.96,40.265,40.265,514596
2022-04-28,40.215,40.91,40.215,40.91,310869
2022-04-29,41.895,43.135,41.895,43.135,314639
2022-05-02,42.76,42.98,42.76,42.98,260928
2022-05-03,42.89,42.89,42.725,42.725,163577
2022-05-04,43.015,46.775,43.015,46.775,377497
2022-05-05,47.455,47.845,47.455,47.845,410939
2022-05-06,47.31,49.64,47.31,49.64,369373
2022-05-09,49.49,49.49,44.15,44.15,367401
